x,y,T,u,v,p
3,0.1,300,0.117059,0.00751196,0.470138
3.05,0.1,300,0.109606,0.0073696,0.472864
3.05,0.1,300,0.109606,0.0073696,0.472864
3.1,0.1,300,0.102267,0.00721834,0.475578
3.1,0.1,300,0.102267,0.00721834,0.475578
3.15,0.1,300,0.0950519,0.00705773,0.478276
3.15,0.1,300,0.0950519,0.00705773,0.478276
3.2,0.1,300,0.0879693,0.00688743,0.480949
3.2,0.1,300,0.0879693,0.00688743,0.480949
3.25,0.1,300,0.0810296,0.00670722,0.483593
3.25,0.1,300,0.0810296,0.00670722,0.483593
3.3,0.1,300,0.0742429,0.00651684,0.486201
3.3,0.1,300,0.0742429,0.00651684,0.486201
3.35,0.1,300,0.0676201,0.00631617,0.488768
3.35,0.1,300,0.0676201,0.00631617,0.488768
3.4,0.1,300,0.0611723,0.00610514,0.491287
3.4,0.1,300,0.0611723,0.00610514,0.491287
3.45,0.1,300,0.0549105,0.00588381,0.493753
3.45,0.1,300,0.0549105,0.00588381,0.493753
3.5,0.1,300,0.0488462,0.00565231,0.496161
3.5,0.1,300,0.0488462,0.00565231,0.496161
3.55,0.1,300,0.0429907,0.00541096,0.498506
3.55,0.1,300,0.0429907,0.00541096,0.498506
3.6,0.1,300.001,0.0373553,0.00516029,0.500782
3.6,0.1,300.001,0.0373553,0.00516029,0.500782
3.65,0.1,300.003,0.031951,0.00490092,0.502985
3.65,0.1,300.003,0.031951,0.00490092,0.502985
3.7,0.1,300.009,0.026789,0.00463343,0.505111
3.7,0.1,300.009,0.026789,0.00463343,0.505111
3.75,0.1,300.025,0.0218802,0.00435778,0.507155
3.75,0.1,300.025,0.0218802,0.00435778,0.507155
3.8,0.1,300.065,0.017237,0.00407242,0.509115
3.8,0.1,300.065,0.017237,0.00407242,0.509115
3.85,0.1,300.159,0.012874,0.00377286,0.510989
3.85,0.1,300.159,0.012874,0.00377286,0.510989
3.9,0.1,300.365,0.00881135,0.00345004,0.512775
3.9,0.1,300.365,0.00881135,0.00345004,0.512775
3.95,0.1,300.796,0.00507839,0.00308871,0.514471
3.95,0.1,300.796,0.00507839,0.00308871,0.514471
4,0.1,301.627,0.00171823,0.00266686,0.516078
4,0.1,301.627,0.00171823,0.00266686,0.516078
4.05,0.1,303.133,-0.00120798,0.00215707,0.517594
4.05,0.1,303.133,-0.00120798,0.00215707,0.517594
4.1,0.1,305.703,-0.00361907,0.00153127,0.519015
4.1,0.1,305.703,-0.00361907,0.00153127,0.519015
4.15,0.1,309.82,-0.00541689,0.000769778,0.520334
4.15,0.1,309.82,-0.00541689,0.000769778,0.520334
4.2,0.1,316.102,-0.00649753,-0.000124375,0.521535
